InstituteNo,id,year,institute_type,round_no,quota,pool,institute_short,program_name,program_duration,degree_short,category,opening_rank,closing_rank,is_preparatory
1,28090,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,GEN,8727,16289,0
1,28091,2021,NIT,1,OS,Female-Only,NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,GEN,24350,27991,0
1,28090,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,GEN,8727,16289,0
1,28091,2021,NIT,1,OS,Female-Only,NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,GEN,24350,27991,0
6,28308,2021,NIT,1,HS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,1404,9792,0
6,28309,2021,NIT,1,HS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,7833,13963,0
6,28322,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,180,2717,0
6,28323,2021,NIT,1,OS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,2646,4919,0
6,28308,2021,NIT,1,HS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,1404,9792,0
6,28309,2021,NIT,1,HS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,7833,13963,0
6,28322,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,180,2717,0
6,28323,2021,NIT,1,OS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,2646,4919,0
6,28308,2021,NIT,1,HS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,1404,9792,0
6,28309,2021,NIT,1,HS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,7833,13963,0
6,28322,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,180,2717,0
6,28323,2021,NIT,1,OS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,2646,4919,0
6,28308,2021,NIT,1,HS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,1404,9792,0
6,28309,2021,NIT,1,HS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,7833,13963,0
6,28322,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,180,2717,0
6,28323,2021,NIT,1,OS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,2646,4919,0
6,28308,2021,NIT,1,HS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,1404,9792,0
6,28309,2021,NIT,1,HS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,7833,13963,0
6,28322,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,180,2717,0
6,28323,2021,NIT,1,OS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,2646,4919,0
6,28308,2021,NIT,1,HS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,1404,9792,0
6,28309,2021,NIT,1,HS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,7833,13963,0
6,28322,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,180,2717,0
6,28323,2021,NIT,1,OS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,2646,4919,0
7,28464,2021,NIT,1,HS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,634,5792,0
7,28465,2021,NIT,1,HS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,1829,12372,0
7,28476,2021,NIT,1,OS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,623,5700,0
7,28477,2021,NIT,1,OS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,5340,10380,0
7,28464,2021,NIT,1,HS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,634,5792,0
7,28465,2021,NIT,1,HS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,1829,12372,0
7,28476,2021,NIT,1,OS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,623,5700,0
7,28477,2021,NIT,1,OS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,5340,10380,0
7,28464,2021,NIT,1,HS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,634,5792,0
7,28465,2021,NIT,1,HS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,1829,12372,0
7,28476,2021,NIT,1,OS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,623,5700,0
7,28477,2021,NIT,1,OS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,5340,10380,0
7,28464,2021,NIT,1,HS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,634,5792,0
7,28465,2021,NIT,1,HS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,1829,12372,0
7,28476,2021,NIT,1,OS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,623,5700,0
7,28477,2021,NIT,1,OS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,5340,10380,0
7,28464,2021,NIT,1,HS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,634,5792,0
7,28465,2021,NIT,1,HS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,1829,12372,0
7,28476,2021,NIT,1,OS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,623,5700,0
7,28477,2021,NIT,1,OS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,5340,10380,0
7,28464,2021,NIT,1,HS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,634,5792,0
7,28465,2021,NIT,1,HS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,1829,12372,0
7,28476,2021,NIT,1,OS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,623,5700,0
7,28477,2021,NIT,1,OS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,5340,10380,0
8,28620,2021,NIT,1,HS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4406,10465,0
8,28621,2021,NIT,1,HS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,5091,14797,0
8,28634,2021,NIT,1,OS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,3326,6548,0
8,28635,2021,NIT,1,OS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4869,10189,0
8,28620,2021,NIT,1,HS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4406,10465,0
8,28621,2021,NIT,1,HS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,5091,14797,0
8,28634,2021,NIT,1,OS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,3326,6548,0
8,28635,2021,NIT,1,OS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4869,10189,0
8,28620,2021,NIT,1,HS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4406,10465,0
8,28621,2021,NIT,1,HS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,5091,14797,0
8,28634,2021,NIT,1,OS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,3326,6548,0
8,28635,2021,NIT,1,OS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4869,10189,0
8,28620,2021,NIT,1,HS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4406,10465,0
8,28621,2021,NIT,1,HS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,5091,14797,0
8,28634,2021,NIT,1,OS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,3326,6548,0
8,28635,2021,NIT,1,OS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4869,10189,0
8,28620,2021,NIT,1,HS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4406,10465,0
8,28621,2021,NIT,1,HS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,5091,14797,0
8,28634,2021,NIT,1,OS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,3326,6548,0
8,28635,2021,NIT,1,OS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4869,10189,0
8,28620,2021,NIT,1,HS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4406,10465,0
8,28621,2021,NIT,1,HS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,5091,14797,0
8,28634,2021,NIT,1,OS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,3326,6548,0
8,28635,2021,NIT,1,OS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4869,10189,0
9,28760,2021,NIT,1,GO,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,17851,22693,0
9,28761,2021,NIT,1,GO,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,17260,17260,0
9,28769,2021,NIT,1,HS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,39030,39030,0
9,28772,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,5735,8394,0
9,28773,2021,NIT,1,OS,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,11251,13481,0
9,28760,2021,NIT,1,GO,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,17851,22693,0
9,28761,2021,NIT,1,GO,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,17260,17260,0
9,28769,2021,NIT,1,HS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,39030,39030,0
9,28772,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,5735,8394,0
9,28773,2021,NIT,1,OS,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,11251,13481,0
9,28760,2021,NIT,1,GO,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,17851,22693,0
9,28761,2021,NIT,1,GO,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,17260,17260,0
9,28769,2021,NIT,1,HS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,39030,39030,0
9,28772,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,5735,8394,0
9,28773,2021,NIT,1,OS,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,11251,13481,0
9,28760,2021,NIT,1,GO,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,17851,22693,0
9,28761,2021,NIT,1,GO,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,17260,17260,0
9,28769,2021,NIT,1,HS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,39030,39030,0
9,28772,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,5735,8394,0
9,28773,2021,NIT,1,OS,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,11251,13481,0
9,28760,2021,NIT,1,GO,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,17851,22693,0
9,28761,2021,NIT,1,GO,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,17260,17260,0
9,28769,2021,NIT,1,HS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,39030,39030,0
9,28772,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,5735,8394,0
9,28773,2021,NIT,1,OS,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,11251,13481,0
9,28760,2021,NIT,1,GO,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,17851,22693,0
9,28761,2021,NIT,1,GO,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,17260,17260,0
9,28769,2021,NIT,1,HS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,39030,39030,0
9,28772,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,5735,8394,0
9,28773,2021,NIT,1,OS,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,11251,13481,0
10,28904,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11171,19928,0
10,28905,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,12794,31606,0
10,28915,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881,0
10,28916,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516,0
10,28928,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,17065,21948,0
10,28929,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,29531,29531,0
10,28937,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904,0
10,28938,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484,0
10,28904,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11171,19928,0
10,28905,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,12794,31606,0
10,28915,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881,0
10,28916,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516,0
10,28928,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,17065,21948,0
10,28929,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,29531,29531,0
10,28937,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904,0
10,28938,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484,0
10,28904,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11171,19928,0
10,28905,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,12794,31606,0
10,28915,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881,0
10,28916,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516,0
10,28928,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,17065,21948,0
10,28929,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,29531,29531,0
10,28937,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904,0
10,28938,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484,0
10,28904,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11171,19928,0
10,28905,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,12794,31606,0
10,28915,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881,0
10,28916,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516,0
10,28928,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,17065,21948,0
10,28929,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,29531,29531,0
10,28937,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904,0
10,28938,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484,0
10,28904,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11171,19928,0
10,28905,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,12794,31606,0
10,28915,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881,0
10,28916,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516,0
10,28928,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,17065,21948,0
10,28929,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,29531,29531,0
10,28937,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904,0
10,28938,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484,0
10,28904,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11171,19928,0
10,28905,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,12794,31606,0
10,28915,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881,0
10,28916,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516,0
10,28928,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,17065,21948,0
10,28929,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,29531,29531,0
10,28937,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904,0
10,28938,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484,0
14,29148,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,164,2734,0
14,29149,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,3605,4247,0
14,29160,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618,0
14,29161,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045,0
14,29148,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,164,2734,0
14,29149,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,3605,4247,0
14,29160,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618,0
14,29161,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045,0
14,29148,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,164,2734,0
14,29149,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,3605,4247,0
14,29160,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618,0
14,29161,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045,0
14,29148,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,164,2734,0
14,29149,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,3605,4247,0
14,29160,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618,0
14,29161,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045,0
14,29148,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,164,2734,0
14,29149,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,3605,4247,0
14,29160,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618,0
14,29161,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045,0
14,29148,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,164,2734,0
14,29149,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,3605,4247,0
14,29160,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618,0
14,29161,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045,0
14,29225,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,2798,3755,0
14,29226,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,5221,5366,0
14,29237,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650,0
14,29238,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203,0
14,29225,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,2798,3755,0
14,29226,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,5221,5366,0
14,29237,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650,0
14,29238,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203,0
14,29225,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,2798,3755,0
14,29226,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,5221,5366,0
14,29237,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650,0
14,29238,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203,0
14,29225,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,2798,3755,0
14,29226,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,5221,5366,0
14,29237,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650,0
14,29238,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203,0
14,29225,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,2798,3755,0
14,29226,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,5221,5366,0
14,29237,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650,0
14,29238,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203,0
14,29225,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,2798,3755,0
